Place,StateCode,County
conesville,ny,schoharie
conewango,ny,cattaraugus
congers,ny,rockland
conklin,ny,broome
conquest,ny,cayuga
constable,ny,franklin
constableville,ny,lewis
constantia,ny,oswego
coopers_plains,ny,steuben
cooperstown,ny,otsego
copake,ny,columbia
copake_lake,ny,columbia
copenhagen,ny,lewis
copiague,ny,suffolk
coram,ny,suffolk
corfu,ny,genesee
corinth,ny,saratoga
corning,ny,steuben
corning_town,ny,steuben
cornwall,ny,orange
cornwall-on-hudson,ny,orange
cortland,ny,cortland
cortland_west,ny,cortland
cortlandt,ny,westchester
cortlandville,ny,cortland
country_knolls,ny,saratoga
cove_neck,ny,nassau
coventry,ny,chenango
covert,ny,seneca
covington,ny,wyoming
coxsackie,ny,greene
cragsmoor,ny,ulster
cranberry_lake,ny,st._lawrence
crawford,ny,orange
croghan,ny,lewis
crompond,ny,westchester
croton-on-hudson,ny,westchester
crown_heights,ny,dutchess
crown_point,ny,essex
crugers,ny,westchester
crystal_beach,ny,ontario
cuba,ny,allegany
cumberland_head,ny,clinton
cumminsville,ny,livingston
cutchogue,ny,suffolk
cuyler,ny,cortland
cuylerville,ny,livingston
dalton,ny,livingston
danby,ny,tompkins
dannemora,ny,clinton
dansville,ny,steuben
danube,ny,herkimer
darien,ny,genesee
davenport,ny,delaware
davenport_center,ny,delaware
day,ny,saratoga
dayton,ny,cattaraugus
de_kalb,ny,st._lawrence
de_peyster,ny,st._lawrence
de_witt,ny,onondaga
decatur,ny,otsego
deer_park,ny,suffolk
deerfield,ny,oneida
deerpark,ny,orange
deferiet,ny,jefferson
dekalb_junction,ny,st._lawrence
delanson,ny,schenectady
delaware,ny,sullivan
delevan,ny,cattaraugus
delhi,ny,delaware
denmark,ny,lewis
denning,ny,ulster
depauville,ny,jefferson
depew,ny,erie
deposit,ny,delaware
dering_harbor,ny,suffolk
deruyter,ny,madison
dexter,ny,jefferson
diana,ny,lewis
dickinson_(broome_cnty),ny,broome
dickinson_(franklin_cnty),ny,franklin
dix,ny,schuyler
dix_hills,ny,suffolk
dobbs_ferry,ny,westchester
dolgeville,ny,herkimer
dover,ny,dutchess
dover_plains,ny,dutchess
downsville,ny,delaware
dresden,ny,washington
dryden,ny,tompkins
duane,ny,franklin
duane_lake,ny,schenectady
duanesburg,ny,schenectady
dundee,ny,yates
dunkirk,ny,chautauqua
dunkirk_town,ny,chautauqua
durham,ny,greene
durhamville,ny,oneida
eagle,ny,wyoming
earlville,ny,madison
east_atlantic_beach,ny,nassau
east_aurora,ny,erie
east_avon,ny,livingston
east_bloomfield,ny,ontario
east_farmingdale,ny,suffolk
east_fishkill,ny,dutchess
east_glenville,ny,schenectady
east_greenbush,ny,rensselaer
east_greenbush_cdp,ny,rensselaer
east_hampton,ny,suffolk
east_hampton_north,ny,suffolk
east_hills,ny,nassau
east_islip,ny,suffolk
east_ithaca,ny,tompkins
east_kingston,ny,ulster
east_marion,ny,suffolk
east_massapequa,ny,nassau
east_meadow,ny,nassau
east_moriches,ny,suffolk
east_nassau,ny,rensselaer
east_northport,ny,suffolk
east_norwich,ny,nassau
east_otto,ny,cattaraugus
east_patchogue,ny,suffolk
east_quogue,ny,suffolk
east_randolph,ny,cattaraugus
east_rochester,ny,monroe
east_rockaway,ny,nassau
east_shoreham,ny,suffolk
east_syracuse,ny,onondaga
east_williston,ny,nassau
eastchester,ny,westchester
easton,ny,washington
eastport,ny,suffolk
eaton,ny,madison
eatons_neck,ny,suffolk
eden,ny,erie
edinburg,ny,saratoga
edmeston,ny,otsego
edwards,ny,st._lawrence
eggertsville,ny,erie
elba,ny,genesee
elbridge,ny,onondaga
elizabethtown,ny,essex
ellenburg,ny,clinton
ellenville,ny,ulster
ellery,ny,chautauqua
ellicott,ny,chautauqua
ellicottville,ny,cattaraugus
ellington,ny,chautauqua
ellisburg,ny,jefferson
elma,ny,erie
elma_center,ny,erie
elmira,ny,chemung
elmira_town,ny,chemung
elmont,ny,nassau
elmsford,ny,westchester
elwood,ny,suffolk
endicott,ny,broome
endwell,ny,broome
enfield,ny,tompkins
ephratah,ny,fulton
erin,ny,chemung
erwin,ny,steuben
esopus,ny,ulster
esperance,ny,schoharie
essex,ny,essex
evans,ny,erie
evans_mills,ny,jefferson
exeter,ny,otsego
fabius,ny,onondaga
fair_haven,ny,cayuga
fairfield,ny,herkimer
fairmount,ny,onondaga
fairport,ny,monroe
fairview_(dutchess_cnty),ny,dutchess
fairview_(westchester_cnty),ny,westchester
falconer,ny,chautauqua
fallsburg,ny,sullivan
farmersville,ny,cattaraugus
farmingdale,ny,nassau
farmington,ny,ontario
farmingville,ny,suffolk
farnham,ny,erie
fayette,ny,seneca
fayetteville,ny,onondaga
felts_mills,ny,jefferson
fenner,ny,madison
fenton,ny,broome
fillmore,ny,allegany
fine,ny,st._lawrence
fire_island,ny,suffolk
firthcliffe,ny,orange
fishers_island,ny,suffolk
fishers_landing,ny,jefferson
fishkill,ny,dutchess
flanders,ny,suffolk
fleischmanns,ny,delaware
fleming,ny,cayuga
floral_park,ny,nassau
florence,ny,oneida
florida,ny,montgomery
flower_hill,ny,nassau
floyd,ny,oneida
fonda,ny,montgomery
forest_home,ny,tompkins
forestburgh,ny,sullivan
forestport,ny,oneida
forestville,ny,chautauqua
fort_ann,ny,washington
fort_covington,ny,franklin
fort_covington_hamlet,ny,franklin
fort_drum,ny,jefferson
fort_edward,ny,washington
fort_johnson,ny,montgomery
fort_montgomery,ny,orange
fort_plain,ny,montgomery
fort_salonga,ny,suffolk
fowler,ny,st._lawrence
fowlerville,ny,livingston
frankfort,ny,herkimer
franklin_(delaware_cnty),ny,delaware
franklin_(franklin_cnty),ny,franklin
franklin_square,ny,nassau
franklinville,ny,cattaraugus
fredonia,ny,chautauqua
freedom,ny,cattaraugus
freedom_plains,ny,dutchess
freeport,ny,nassau
freetown,ny,cortland
freeville,ny,tompkins
fremont_(steuben_cnty),ny,steuben
fremont_(sullivan_cnty),ny,sullivan
french_creek,ny,chautauqua
frewsburg,ny,chautauqua
friendship,ny,allegany
fulton,ny,oswego
fulton_town,ny,schoharie
fultonville,ny,montgomery
gaines,ny,orleans
gainesville,ny,wyoming
galen,ny,wayne
galeville,ny,onondaga
gallatin,ny,columbia
galway,ny,saratoga
gang_mills,ny,steuben
garden_city,ny,nassau
garden_city_park,ny,nassau
garden_city_south,ny,nassau
gardiner,ny,ulster
gardnertown,ny,orange
gasport,ny,niagara
gates,ny,monroe
geddes,ny,onondaga
genesee,ny,allegany
genesee_falls,ny,wyoming
geneseo,ny,livingston
geneva,ny,ontario
geneva_town,ny,ontario
genoa,ny,cayuga
georgetown,ny,madison
german,ny,chenango
german_flatts,ny,herkimer
germantown,ny,columbia
germantown_cdp,ny,columbia
gerry,ny,chautauqua
ghent,ny,columbia
ghent_cdp,ny,columbia
gilbertsville,ny,otsego
gilboa,ny,schoharie
gilgo,ny,suffolk
glasco,ny,ulster
glen,ny,montgomery
glen_aubrey,ny,broome
glen_cove,ny,nassau
glen_head,ny,nassau
glen_park,ny,jefferson
glens_falls,ny,warren
glens_falls_north,ny,warren
glenville,ny,schenectady
glenwood_landing,ny,nassau
gloversville,ny,fulton
golden's_bridge,ny,westchester
gordon_heights,ny,suffolk
gorham,ny,ontario
goshen,ny,orange
gouverneur,ny,st._lawrence
gowanda,ny,cattaraugus
grafton,ny,rensselaer
granby,ny,oswego
grand_island,ny,erie
grand_view-on-hudson,ny,rockland
grandyle_village,ny,erie
granger,ny,allegany
granville,ny,washington
great_bend,ny,jefferson
great_neck,ny,nassau
great_neck_estates,ny,nassau
great_neck_gardens,ny,nassau
great_neck_plaza,ny,nassau
great_river,ny,suffolk
great_valley,ny,cattaraugus
greece,ny,monroe
greece_cdp,ny,monroe
green_island,ny,albany
greenburgh,ny,westchester
greene,ny,chenango
greenfield,ny,saratoga
greenlawn,ny,suffolk
greenport,ny,columbia
greenport_west,ny,suffolk
greenvale,ny,nassau
greenville_(greene_cnty),ny,greene
greenville_(orange_cnty),ny,orange
greenville_(westchester_cnty),ny,westchester
greenville_cdp_(greene_cnty),ny,greene
greenwich,ny,washington
greenwood,ny,steuben
greenwood_lake,ny,orange
greig,ny,lewis
greigsville,ny,livingston
groton,ny,tompkins
grove,ny,allegany
groveland,ny,livingston
groveland_station,ny,livingston
guilderland,ny,albany
guilford,ny,chenango
hadley,ny,saratoga
hagaman,ny,montgomery
hague,ny,warren
hailesboro,ny,st._lawrence
halcott,ny,greene
halesite,ny,suffolk
halfmoon,ny,saratoga
hall,ny,ontario
hamburg,ny,erie
hamden,ny,delaware
hamilton,ny,madison
hamlin,ny,monroe
hammond,ny,st._lawrence
hammondsport,ny,steuben
hampton,ny,washington
hampton_bays,ny,suffolk
hampton_manor,ny,rensselaer
hamptonburgh,ny,orange
hancock,ny,delaware
hannawa_falls,ny,st._lawrence
hannibal,ny,oswego
hanover,ny,chautauqua
harbor_hills,ny,nassau
harbor_isle,ny,nassau
hardenburgh,ny,ulster
harford,ny,cortland
harmony,ny,chautauqua
harpersfield,ny,delaware
harrietstown,ny,franklin
harriman,ny,orange
harris_hill,ny,erie
harrisburg,ny,lewis
harrison,ny,westchester
harrisville,ny,lewis
hartford,ny,washington
hartland,ny,niagara
hartsdale,ny,westchester
hartsville,ny,steuben
hartwick,ny,otsego
hastings,ny,oswego
hastings-on-hudson,ny,westchester
hauppauge,ny,suffolk
haverstraw,ny,rockland
haviland,ny,dutchess
hawthorne,ny,westchester
head_of_the_harbor,ny,suffolk
hebron,ny,washington
hector,ny,schuyler
hemlock,ny,livingston
hempstead,ny,nassau
hempstead_village,ny,nassau
henderson,ny,jefferson
henrietta,ny,monroe
heritage_hills,ny,westchester
herkimer,ny,herkimer
hermon,ny,st._lawrence
herricks,ny,nassau
herrings,ny,jefferson
heuvelton,ny,st._lawrence
hewlett,ny,nassau
hewlett_bay_park,ny,nassau
hewlett_harbor,ny,nassau
hewlett_neck,ny,nassau
hicksville,ny,nassau
high_falls,ny,ulster
highland,ny,ulster
highland_falls,ny,orange
highland_town,ny,sullivan
highlands,ny,orange
hillburn,ny,rockland
hillcrest,ny,rockland
hillsdale,ny,columbia
hillside,ny,ulster
hillside_lake,ny,dutchess
hilton,ny,monroe
hinsdale,ny,cattaraugus
hobart,ny,delaware
holbrook,ny,suffolk
holland,ny,erie
holland_cdp,ny,erie
holland_patent,ny,oneida
holley,ny,orleans
holtsville,ny,suffolk
homer,ny,cortland
honeoye,ny,ontario
honeoye_falls,ny,monroe
hoosick,ny,rensselaer
hoosick_falls,ny,rensselaer
hope,ny,hamilton
hopewell,ny,ontario
hopewell_junction,ny,dutchess
hopkinton,ny,st._lawrence
horicon,ny,warren
hornby,ny,steuben
hornell,ny,steuben
hornellsville,ny,steuben
horseheads,ny,chemung
horseheads_north,ny,chemung
hortonville,ny,sullivan
houghton,ny,allegany
hounsfield,ny,jefferson
howard,ny,steuben
hudson,ny,columbia
hudson_falls,ny,washington
hume,ny,allegany
humphrey,ny,cattaraugus
hunt,ny,livingston
hunter,ny,greene
huntington,ny,suffolk
huntington_bay,ny,suffolk
huntington_cdp,ny,suffolk
huntington_station,ny,suffolk
hurley,ny,ulster
huron,ny,wayne
hyde_park,ny,dutchess
ilion,ny,herkimer
independence,ny,allegany
indian_lake,ny,hamilton
inlet,ny,hamilton
interlaken,ny,seneca
inwood,ny,nassau
ira,ny,cayuga
irondequoit,ny,monroe
irvington,ny,westchester
ischua,ny,cattaraugus
island_park,ny,nassau
islandia,ny,suffolk
islip,ny,suffolk
islip_cdp,ny,suffolk
islip_terrace,ny,suffolk
italy,ny,yates
ithaca,ny,tompkins
ithaca_town,ny,tompkins
jackson,ny,washington
jamesport,ny,suffolk
jamestown,ny,chautauqua
jamestown_west,ny,chautauqua
jasper,ny,steuben
java,ny,wyoming
jay,ny,essex
jefferson,ny,schoharie
jefferson_heights,ny,greene
jefferson_valley-yorktown,ny,westchester
jeffersonville,ny,sullivan
jericho,ny,nassau
jerusalem,ny,yates
jewett,ny,greene
johnsburg,ny,warren
johnson_city,ny,broome
johnstown,ny,fulton
johnstown_town,ny,fulton
jordan,ny,onondaga
junius,ny,seneca
kaser,ny,rockland
katonah,ny,westchester
keene,ny,essex
keeseville,ny,clinton
kendall,ny,orleans
kenmore,ny,erie
kennedy,ny,chautauqua
kensington,ny,nassau
kent,ny,putnam
kerhonkson,ny,ulster
keuka_park,ny,yates
kiantone,ny,chautauqua
kinderhook,ny,columbia
kings_park,ny,suffolk
kings_point,ny,nassau
kingsbury,ny,washington
kingston,ny,ulster
kingston_town,ny,ulster
kirkland,ny,oneida
kirkwood,ny,broome
kiryas_joel,ny,orange
knox,ny,albany
kortright,ny,delaware
kysorville,ny,livingston
la_fargeville,ny,jefferson
la_grange,ny,dutchess
lackawanna,ny,erie
lacona,ny,oswego
lafayette,ny,onondaga
lake_carmel,ny,putnam
lake_erie_beach,ny,erie
lake_george,ny,warren
lake_grove,ny,suffolk
lake_katrine,ny,ulster
lake_luzerne,ny,warren
lake_luzerne_cdp,ny,warren
lake_mohegan,ny,westchester
lake_placid,ny,essex
lake_pleasant,ny,hamilton
lake_ronkonkoma,ny,suffolk
lake_success,ny,nassau
lakeland,ny,onondaga
lakeview,ny,nassau
lakeville,ny,livingston
lakewood,ny,chautauqua
lancaster,ny,erie
lansing,ny,tompkins
lapeer,ny,cortland
larchmont,ny,westchester
lattingtown,ny,nassau
laurel,ny,suffolk
laurel_hollow,ny,nassau
laurens,ny,otsego
lawrence,ny,st._lawrence
le_ray,ny,jefferson
le_roy,ny,genesee
lebanon,ny,madison
ledyard,ny,cayuga
lee,ny,oneida
leeds,ny,greene
leicester,ny,livingston
lenox,ny,madison
leon,ny,cattaraugus
levittown,ny,nassau
lewis_(essex_cnty),ny,essex
lewis_(lewis_cnty),ny,lewis
lewisboro,ny,westchester
lewiston,ny,niagara
lexington,ny,greene
leyden,ny,lewis
liberty,ny,sullivan
lido_beach,ny,nassau
lima,ny,livingston
lime_lake,ny,cattaraugus
limestone,ny,cattaraugus
lincklaen,ny,chenango
lincoln,ny,madison
lincolndale,ny,westchester
lindenhurst,ny,suffolk
lindley,ny,steuben
linwood,ny,livingston
lisbon,ny,st._lawrence
lisle,ny,broome
litchfield,ny,herkimer
little_falls,ny,herkimer
little_falls_town,ny,herkimer
little_valley,ny,cattaraugus
liverpool,ny,onondaga
livingston,ny,columbia
livingston_manor,ny,sullivan
livonia,ny,livingston
livonia_center,ny,livingston
lloyd,ny,ulster
lloyd_harbor,ny,suffolk
loch_sheldrake,ny,sullivan
locke,ny,cayuga
lockport,ny,niagara
lockport_town,ny,niagara
locust_valley,ny,nassau
lodi,ny,seneca
long_beach,ny,nassau
long_lake,ny,hamilton
lorenz_park,ny,columbia
lorraine,ny,jefferson
louisville,ny,st._lawrence
lowville,ny,lewis
lumberland,ny,sullivan
lyme,ny,jefferson
lynbrook,ny,nassau
lyncourt,ny,onondaga
lyndon,ny,cattaraugus
lyndonville,ny,orleans
lyon_mountain,ny,clinton
lyons,ny,wayne
lyonsdale,ny,lewis
lysander,ny,onondaga
macedon,ny,wayne
machias,ny,cattaraugus
macomb,ny,st._lawrence
madison,ny,madison
madrid,ny,st._lawrence
mahopac,ny,putnam
maine,ny,broome
malden-on-hudson,ny,ulster
malone,ny,franklin
malta,ny,saratoga
malverne,ny,nassau
malverne_park_oaks,ny,nassau
mamakating,ny,sullivan
mamaroneck,ny,westchester
manchester,ny,ontario
manhasset,ny,nassau
manhasset_hills,ny,nassau
manhattan,ny,new_york
manheim,ny,herkimer
manlius,ny,onondaga
mannsville,ny,jefferson
manorhaven,ny,nassau
manorville,ny,suffolk
mansfield,ny,cattaraugus
marathon,ny,cortland
marbletown,ny,ulster
marcellus,ny,onondaga
marcy,ny,oneida
margaretville,ny,delaware
mariaville_lake,ny,schenectady
marilla,ny,erie
marion,ny,wayne
marlboro,ny,ulster
marlborough,ny,ulster
marshall,ny,oneida
martinsburg,ny,lewis
maryland,ny,otsego
masonville,ny,delaware
massapequa_park,ny,nassau
massena,ny,st._lawrence
mastic,ny,suffolk
mastic_beach,ny,suffolk
matinecock,ny,nassau
mattituck,ny,suffolk
mattydale,ny,onondaga
maybrook,ny,orange
mayfield,ny,fulton
mayville,ny,chautauqua
mcdonough,ny,chenango
mcgraw,ny,cortland
mechanicstown,ny,orange
mechanicville,ny,saratoga
medford,ny,suffolk
medina,ny,orleans
melrose_park,ny,cayuga
melville,ny,suffolk
menands,ny,albany
mendon,ny,monroe
mentz,ny,cayuga
meredith,ny,delaware
meridian,ny,cayuga
merrick,ny,nassau
merritt_park,ny,dutchess
mexico,ny,oswego
middle_island,ny,suffolk
middleburgh,ny,schoharie
middlebury,ny,wyoming
middlefield,ny,otsego
middleport,ny,niagara
middlesex,ny,yates
middletown,ny,orange
middletown_town,ny,delaware
middleville,ny,herkimer
milan,ny,dutchess
milford,ny,otsego
mill_neck,ny,nassau
millbrook,ny,dutchess
miller_place,ny,suffolk
millerton,ny,dutchess
millport,ny,chemung
milo,ny,yates
milton,ny,saratoga
milton_(saratoga_cnty),ny,saratoga
milton_(ulster_cnty),ny,ulster
mina,ny,chautauqua
minden,ny,montgomery
mineola,ny,nassau
minerva,ny,essex
minetto,ny,oswego
mineville,ny,essex
minisink,ny,orange
minoa,ny,onondaga
mohawk,ny,montgomery
moira,ny,franklin
monroe,ny,orange
monsey,ny,rockland
montague,ny,lewis
montauk,ny,suffolk
montebello,ny,rockland
montezuma,ny,cayuga
montgomery,ny,orange
monticello,ny,sullivan
montour,ny,schuyler
montrose,ny,westchester
mooers,ny,clinton
moravia,ny,cayuga
moreau,ny,saratoga
morehouse,ny,hamilton
moriah,ny,essex
moriches,ny,suffolk
morris,ny,otsego
morrisonville,ny,clinton
morristown,ny,st._lawrence
morrisville,ny,madison
mount_hope,ny,orange
mount_ivy,ny,rockland
mount_kisco,ny,westchester
mount_morris,ny,livingston
mount_pleasant,ny,westchester
mount_sinai,ny,suffolk
mount_vernon,ny,westchester
mountain_lodge_park,ny,orange
munnsville,ny,madison
munsey_park,ny,nassau
munsons_corners,ny,cortland
murray,ny,orleans
muttontown,ny,nassau
myers_corner,ny,dutchess
nanticoke,ny,broome
nanuet,ny,rockland
napanoch,ny,ulster
napeague,ny,suffolk
naples,ny,ontario
napoli,ny,cattaraugus
narrowsburg,ny,sullivan
nassau,ny,rensselaer
natural_bridge,ny,jefferson
nedrow,ny,onondaga
nelliston,ny,montgomery
nelson,ny,madison
nelsonville,ny,putnam
nesconset,ny,suffolk
neversink,ny,sullivan
new_albion,ny,cattaraugus
new_baltimore,ny,greene
new_berlin,ny,chenango
new_bremen,ny,lewis
new_cassel,ny,nassau
new_castle,ny,westchester
new_city,ny,rockland
new_hartford,ny,oneida
new_haven,ny,oswego
new_hempstead,ny,rockland
new_hudson,ny,allegany
new_hyde_park,ny,nassau
new_lebanon,ny,columbia
new_lisbon,ny,otsego
new_paltz,ny,ulster
new_rochelle,ny,westchester
new_scotland,ny,albany
new_square,ny,rockland
new_suffolk,ny,suffolk
new_windsor,ny,orange
new_windsor_cdp,ny,orange
new_york,ny,kings
newark_valley,ny,tioga
newark_valley_village,ny,tioga
newburgh,ny,orange
newburgh_town,ny,orange
newcomb,ny,essex
newfane,ny,niagara
newfield,ny,tompkins
newfield_hamlet,ny,tompkins
newport,ny,herkimer
newstead,ny,erie
niagara,ny,niagara
niagara_falls,ny,niagara
nichols,ny,tioga
niles,ny,cayuga
niskayuna,ny,schenectady
nissequogue,ny,suffolk
niverville,ny,columbia
norfolk,ny,st._lawrence
north_amityville,ny,suffolk
north_babylon,ny,suffolk
north_ballston_spa,ny,saratoga
north_bay_shore,ny,suffolk
north_bellmore,ny,nassau
north_bellport,ny,suffolk
north_boston,ny,erie
north_castle,ny,westchester
north_collins,ny,erie
north_creek,ny,warren
north_dansville,ny,livingston
north_east,ny,dutchess
north_elba,ny,essex
north_gates,ny,monroe
north_great_river,ny,suffolk
north_greenbush,ny,rensselaer
north_harmony,ny,chautauqua
north_haven,ny,suffolk
north_hempstead,ny,nassau
north_hills,ny,nassau
north_hornell,ny,steuben
north_hudson,ny,essex
north_lindenhurst,ny,suffolk
north_lynbrook,ny,nassau
north_massapequa,ny,nassau
north_merrick,ny,nassau
north_new_hyde_park,ny,nassau
north_norwich,ny,chenango
north_patchogue,ny,suffolk
north_rose,ny,wayne
north_salem,ny,westchester
north_sea,ny,suffolk
north_syracuse,ny,onondaga
north_tonawanda,ny,niagara
north_valley_stream,ny,nassau
north_wantagh,ny,nassau
northampton,ny,fulton
northeast_ithaca,ny,tompkins
northport,ny,suffolk
northumberland,ny,saratoga
northwest_harbor,ny,suffolk
northwest_ithaca,ny,tompkins
norway,ny,herkimer
norwich,ny,chenango
norwich_town,ny,chenango
norwood,ny,st._lawrence
noyack,ny,suffolk
nunda,ny,livingston
nyack,ny,rockland
oak_beach-captree,ny,suffolk
oakdale,ny,suffolk
oakfield,ny,genesee
ocean_beach,ny,suffolk
oceanside,ny,nassau
odessa,ny,schuyler
ogden,ny,monroe
ogdensburg,ny,st._lawrence
ohio,ny,herkimer
olcott,ny,niagara
old_bethpage,ny,nassau
old_brookville,ny,nassau
old_field,ny,suffolk
old_forge,ny,herkimer
old_westbury,ny,nassau
olean,ny,cattaraugus
olean_town,ny,cattaraugus
olive,ny,ulster
oneida,ny,madison
oneida_castle,ny,oneida
oneonta,ny,otsego
oneonta_town,ny,otsego
onondaga,ny,onondaga
ontario,ny,wayne
oppenheim,ny,fulton
orange,ny,schuyler
orange_lake,ny,orange
orangeburg,ny,rockland
orangetown,ny,rockland
orangeville,ny,wyoming
orchard_park,ny,erie
orient,ny,suffolk
oriskany,ny,oneida
oriskany_falls,ny,oneida
orleans,ny,jefferson
orwell,ny,oswego
osceola,ny,lewis
ossian,ny,livingston
ossining,ny,westchester
oswegatchie,ny,st._lawrence
oswego,ny,oswego
oswego_town,ny,oswego
otego,ny,otsego
otisco,ny,onondaga
otisville,ny,orange
otsego,ny,otsego
otselic,ny,chenango
otto,ny,cattaraugus
ovid,ny,seneca
owasco,ny,cayuga
owego,ny,tioga
oxbow,ny,jefferson
oxford,ny,chenango
oyster_bay,ny,nassau
oyster_bay_cove,ny,nassau
painted_post,ny,steuben
palatine,ny,montgomery
palatine_bridge,ny,montgomery
palenville,ny,greene
palermo,ny,oswego
palmyra,ny,wayne
pamelia,ny,jefferson
pamelia_center,ny,jefferson
panama,ny,chautauqua
parc,ny,clinton
paris,ny,oneida
parish,ny,oswego
parishville,ny,st._lawrence
parma,ny,monroe
patchogue,ny,suffolk
patterson,ny,putnam
paul_smiths,ny,franklin
pavilion,ny,genesee
pawling,ny,dutchess
peach_lake,ny,putnam
pearl_river,ny,rockland
peconic,ny,suffolk
peekskill,ny,westchester
pelham,ny,westchester
pelham_manor,ny,westchester
pembroke,ny,genesee
pendleton,ny,niagara
penfield,ny,monroe
penn_yan,ny,yates
perinton,ny,monroe
perry,ny,wyoming
perrysburg,ny,cattaraugus
persia,ny,cattaraugus
perth,ny,fulton
peru,ny,clinton
petersburgh,ny,rensselaer
pharsalia,ny,chenango
phelps,ny,ontario
philadelphia,ny,jefferson
philipstown,ny,putnam
philmont,ny,columbia
phoenicia,ny,ulster
phoenix,ny,oswego
piercefield,ny,st._lawrence
piermont,ny,rockland
pierrepont,ny,st._lawrence
pierrepont_manor,ny,jefferson
piffard,ny,livingston
pike,ny,wyoming
pinckney,ny,lewis
pine_bush,ny,orange
pine_hill,ny,ulster
pine_plains,ny,dutchess
pine_plains_cdp,ny,dutchess
pine_valley,ny,chemung
pitcairn,ny,st._lawrence
pitcher,ny,chenango
pittsfield,ny,otsego
pittsford,ny,monroe
pittstown,ny,rensselaer
plainedge,ny,nassau
plainfield,ny,otsego
plainview,ny,nassau
plandome_heights,ny,nassau
plandome_manor,ny,nassau
plattekill,ny,ulster
plattsburgh,ny,clinton
plattsburgh_town,ny,clinton
plattsburgh_west,ny,clinton
pleasant_valley,ny,dutchess
pleasantville,ny,westchester
plessis,ny,jefferson
plymouth,ny,chenango
poestenkill,ny,rensselaer
point_lookout,ny,nassau
poland,ny,chautauqua
pomfret,ny,chautauqua
pomona,ny,rockland
pompey,ny,onondaga
poquott,ny,suffolk
port_chester,ny,westchester
port_ewen,ny,ulster
port_gibson,ny,ontario
port_jefferson_station,ny,suffolk
port_jervis,ny,orange
port_washington,ny,nassau
portage,ny,livingston
porter,ny,niagara
portland,ny,chautauqua
portville,ny,cattaraugus
potsdam,ny,st._lawrence
potter,ny,yates
pottersville,ny,warren
poughkeepsie,ny,dutchess
poughkeepsie_town,ny,dutchess
pound_ridge,ny,westchester
prattsburgh,ny,steuben
prattsville,ny,greene
preble,ny,cortland
preston,ny,chenango
preston-potter_hollow,ny,albany
princetown,ny,schenectady
prospect,ny,oneida
providence,ny,saratoga
pulaski,ny,oswego
pulteney,ny,steuben
pultneyville,ny,wayne
putnam,ny,washington
putnam_valley,ny,putnam
queens,ny,queens
queensbury,ny,warren
quiogue,ny,suffolk
quogue,ny,suffolk
ramapo,ny,rockland
randolph,ny,cattaraugus
ransomville,ny,niagara
rapids,ny,niagara
rathbone,ny,steuben
ravena,ny,albany
reading,ny,schuyler
red_hook,ny,dutchess
red_house,ny,cattaraugus
redfield,ny,oswego
redford,ny,clinton
redwood,ny,jefferson
remsen,ny,oneida
remsenburg-speonk,ny,suffolk
rensselaer,ny,rensselaer
rensselaer_falls,ny,st._lawrence
rensselaerville,ny,albany
retsof,ny,livingston
rhinebeck,ny,dutchess
rhinecliff,ny,dutchess
richburg,ny,allegany
richfield,ny,otsego
richford,ny,tioga
richland,ny,oswego
richmond,ny,ontario
richmondville,ny,schoharie
richville,ny,st._lawrence
ridge,ny,suffolk
ridgeway,ny,orleans
rifton,ny,ulster
riga,ny,monroe
ripley,ny,chautauqua
riverhead,ny,suffolk
riverside,ny,steuben
riverside_cdp,ny,suffolk
rochester,ny,monroe
rochester_town,ny,ulster
rock_hill,ny,sullivan
rockland,ny,sullivan
rockville_centre,ny,nassau
rocky_point,ny,suffolk
rodman,ny,jefferson
rome,ny,oneida
romulus,ny,seneca
ronkonkoma,ny,suffolk
roosevelt,ny,nassau
root,ny,montgomery
roscoe,ny,sullivan
rose,ny,wayne
roseboom,ny,otsego
rosendale,ny,ulster
rosendale_hamlet,ny,ulster
roslyn,ny,nassau
roslyn_estates,ny,nassau
roslyn_harbor,ny,nassau
roslyn_heights,ny,nassau
rossie,ny,st._lawrence
rotterdam,ny,schenectady
round_lake,ny,saratoga
rouses_point,ny,clinton
roxbury,ny,delaware
royalton,ny,niagara
rush,ny,monroe
rushford,ny,allegany
rushville,ny,yates
russell,ny,st._lawrence
russell_gardens,ny,nassau
russia,ny,herkimer
rutland,ny,jefferson
rye,ny,westchester
rye_brook,ny,westchester
rye_city,ny,westchester
sackets_harbor,ny,jefferson
saddle_rock,ny,nassau
saddle_rock_estates,ny,nassau
sag_harbor,ny,suffolk
sagaponack,ny,suffolk
salamanca,ny,cattaraugus
salamanca_town,ny,cattaraugus
salem,ny,washington
salina,ny,onondaga
salisbury,ny,nassau
salisbury_mills,ny,orange
salisbury_town,ny,herkimer
salt_point,ny,dutchess
saltaire,ny,suffolk
sanborn,ny,niagara
sand_lake,ny,rensselaer
sand_ridge,ny,oswego
sands_point,ny,nassau
sandy_creek,ny,oswego
sanford,ny,broome
sangerfield,ny,oneida
santa_clara,ny,franklin
saranac,ny,clinton
saranac_lake,ny,franklin
saratoga,ny,saratoga
saratoga_springs,ny,saratoga
sardinia,ny,erie
saugerties,ny,ulster
saugerties_south,ny,ulster
savannah,ny,wayne
savona,ny,steuben
sayville,ny,suffolk
scarsdale,ny,westchester
schaghticoke,ny,rensselaer
